snp-dists 0.8.2	ERR12861620	ERR3524767	ERR4022294	ERR12861515	ERR12861619	23IE200_S39_L001	23IE167_S6_L001	23IE195_S34_L001	ERR12861633	ERR3524774	ERR12861582	ERR3337544	ERR12861624	ERR12861595	ERR3468923	ERR3468864	ERR12861441	ERR3337527	22IE192b_S8_L001	22IE243_S11_L001	ERR4022309	ERR12861572	ERR4022330	ERR6057651	ERR12861669	22IE83_L001	23IE168_S7_L001	ERR12861643	ERR3337601	ERR12861561	ERR3468814	ERR4022334	ERR6057642	23IE193_S32_L001	23IE179_S18_L001	23IE171_S10_L001	ERR12861548	ERR3468880	ERR12861436	ERR4022333	ERR3566339	ERR3468884	ERR4022430	23IE187_S26_L001	ERR12861657	23IE198_S37_L001	ERR3566300	ERR4022320	22IE327_S2_L001	ERR3468817	ERR3566317	ERR12861634	23IE181_S20_L001	ERR3337543	23IE189_S28_L001	23IE202_S41_L001	ERR3566299	ERR3468924	ERR3337480	ERR3524829	ERR6057622	ERR12861894	ERR12861516	23IE177_S16_L001	ERR12861630	ERR12861581	ERR3524777	ERR2988413	ERR2988387	ERR3566237	ERR3337493	ERR12861512	ERR4022350	ERR3337484	ERR12861505	ERR2988437	23IE174_S13_L001	ERR3468913	23IE170_S9_L001	ERR12861603	ERR12861448	ERR2988424	ERR12861629	ERR12861525	ERR3566347	ERR3468869	ERR12861610	ERR12861607	ERR3566274	ERR4022304	ERR3468899	ERR12861551	ERR12861546	23IE169_S8_L001	23IE184_S23_L001	ERR12861907	23IE190_S29_L001	ERR12861568	ERR12861438	ERR12861664	ERR12861673	ERR12861492	ERR4022397	ERR4022403	23IE192_S31_L001	ERR3566337	ERR3337584	ERR12861555	ERR4022429	ERR3337469	ERR12861659	23IE162_S1_L001	ERR12861677	ERR12861660	ERR12861649	ERR3337583	ERR6057648	ERR12861670	ERR12861491	ERR12861486	ERR12861904	ERR4022417	ERR12861556	23IE205_S44_L001	23IE186_S25_L001	ERR4022413	ERR12861663	ERR12861482	ERR12861674	ERR12861495	ERR3566357	ERR2988423	ERR4022377	ERR12861472	ERR12861535	ERR12861684	ERR3337559	ERR3566340	23IE203_S42_L001	ERR12861617	ERR4022364	ERR3566353	ERR3337423	23IE176_S15_L001	ERR12861579	ERR12861494	ERR12861662	ERR4022412	ERR2988441	ERR3566322	23IE191_S30_L001	ERR12861557	23IE199_S38_L001	ERR12861487	ERR12861671	ERR4022306	ERR3468976	ERR3468826	23IE178_S17_L001	23IE204_S43_L001	ERR3337595	ERR12861544	ERR3337478	ERR3468986	ERR12861612	ERR3337422	ERR12861605	ERR12861509	ERR3524821	ERR4339043	ERR3566352	ERR4339054	ERR12861681	ERR4022288	ERR3468878	ERR3468928	ERR12861589	ERR3337654	ERR12861685	23IE188_S27_L001	ERR3566356	ERR12861473	ERR3468906	23IE197_S36_L001	ERR6057683	23IE175_S14_L001	ERR3337566	ERR12861611	ERR4022366	ERR12861533	ERR12861682	ERR3468916	23IE166_S5_L001	ERR3566296	23IE183_S22_L001	ERR12861602	ERR12861470	ERR3524808	ERR2988421	ERR3337657	23IE185_S24_L001	ERR12861497	23IE206_S45_L001	ERR12861658	ERR3337592	23IE173_S12_L001	ERR12861672	ERR3337442	ERR12861493	ERR12861665	ERR4022415	ERR12861569	ERR3468832	ERR12861547	ERR2988378	ERR3468825	ERR12861550	ERR3468898	ERR12861499	ERR12861678	ERR3337448	ERR3468951	ERR3468955	ERR12861437	ERR2988361	ERR3566396	ERR12861454	ERR2988386	ERR4022346	ERR12861513	ERR12861631	ERR3337401	ERR3337551	ERR6057609	ERR12861580	ERR4022285	ERR3337416	ERR3337496	23IE196_S35_L001	ERR12861517	ERR2988416	ERR3566298	ERR4022355	ERR12861500	ERR12861593	ERR4022296	ERR12861635	ERR3337555	ERR12861584	ERR3337491	ERR12861510	ERR6057624	ERR3566288	ERR2988406	ERR12861457	ERR3337667	ERR3337415	ERR4022291	ERR3337649	23IE194_S33_L001	ERR3337482	ERR3468926	ERR12861503	ERR3337495	ERR3468931	ERR12861514	ERR12861636	23IE201_S40_L001	23IE182_S21_L001	ERR12861621	ERR3524766	23IE163_S2_L001	ERR3524848	ERR12861560	23IE207_S46_L001	23IE164_S3_L001	ERR3566386	23IE180_S19_L001	ERR12861559	ERR3468891	ERR6057647	ERR3337613	ERR12861573	ERR3468956	ERR3468806	23IE165_S4_L001	23IE172_S11_L001
23IE196_S35_L001	82	106	102	99	99	99	109	67	82	106	99	67	82	82	70	62	84	98	100	70	79	83	106	69	77	100	99	99	83	99	106	106	70	102	71	57	105	83	76	79	65	66	101	106	80	62	102	83	67	65	70	82	68	99	108	70	99	70	83	69	70	100	75	7	82	102	106	106	66	79	83	75	83	69	75	102	71	102	85	99	55	83	99	75	70	73	99	99	65	106	106	98	78	65	87	100	106	83	97	99	76	75	108	70	70	70	70	98	101	99	105	109	75	79	82	70	99	80	105	75	100	63	99	0	107	101	94	75	84	103	70	105	83	75	99	77	99	70	47	83	99	70	83	109	102	75	94	108	98	70	0	99	108	77	107	66	98	98	0	99	102	102	83	106	82	106	82	75	67	102	101	99	79	108	65	101	99	98	77	8	76	75	106	70	99	108	83	93	83	105	99	70	99	106	70	82	97	102	106	106	87	75	108	75	83	102	107	66	105	99	65	99	70	102	98	70	78	106	75	75	106	70	99	96	106	70	113	106	83	99	83	83	106	65	83	63	98	83	0	80	83	106	83	75	105	106	105	106	99	83	99	70	99	66	83	106	106	82	106	98	83	106	99	83	102	99	100	67	102	78	106	99	99	83	8	97	70	85	107	102	65	98	93	106	106	97	107
ERR12861517	66	89	91	89	94	73	92	37	66	89	89	102	66	66	36	50	66	90	73	97	37	82	89	45	93	73	89	94	87	89	88	89	36	78	94	34	88	87	95	37	51	101	91	94	0	48	91	87	37	85	46	66	38	81	91	46	81	46	87	33	46	76	101	75	66	92	89	89	101	37	87	101	87	44	101	91	94	91	82	94	46	87	89	101	46	41	94	94	85	89	89	96	88	55	67	76	94	82	89	89	95	101	91	36	46	36	46	96	91	81	95	92	101	37	66	46	81	0	88	101	76	87	89	80	90	91	91	101	66	95	46	88	87	45	89	93	81	36	66	82	81	46	87	92	92	101	91	91	90	36	80	94	91	93	92	101	90	90	80	90	91	92	87	89	66	89	66	101	43	91	91	95	99	91	85	91	94	90	93	79	95	101	89	97	81	91	87	91	87	88	94	46	89	89	46	66	89	91	89	89	67	101	91	101	87	78	92	101	88	89	85	94	46	92	90	46	88	89	101	101	89	36	81	98	88	36	83	89	87	94	82	87	89	85	82	87	90	87	80	0	87	89	87	101	95	89	95	89	94	87	89	46	81	101	82	89	89	40	89	96	87	89	89	87	91	89	91	37	78	88	89	81	81	82	78	77	36	82	92	91	51	90	91	89	89	77	90
ERR2988416	83	69	71	76	66	90	102	88	83	69	76	96	83	83	87	95	81	73	85	79	94	81	69	89	60	85	68	66	0	76	68	69	87	63	48	42	70	0	65	94	98	95	70	69	87	59	71	0	88	78	89	83	88	66	69	89	66	89	0	85	89	63	56	87	83	71	69	69	95	94	0	56	0	87	56	71	48	71	75	66	46	0	76	56	89	88	66	66	78	69	69	65	29	92	82	63	69	81	78	76	65	56	69	87	89	87	89	65	70	66	78	102	56	94	83	89	66	87	68	56	63	86	76	83	68	70	77	56	81	72	89	70	0	96	76	60	66	87	44	81	66	89	0	102	71	56	77	69	73	87	83	66	69	60	70	95	73	73	83	70	71	71	0	69	83	69	83	56	82	71	70	60	58	69	78	70	66	73	60	89	65	56	69	79	66	69	0	67	0	70	66	89	68	69	89	83	78	71	69	69	82	56	69	56	0	63	70	95	68	76	78	66	89	71	73	89	29	69	56	56	69	87	66	81	69	87	129	69	0	66	81	0	69	78	81	86	73	0	83	87	0	69	0	56	78	69	78	69	66	0	76	89	66	95	81	69	69	97	69	65	0	69	76	0	71	76	63	88	63	29	69	66	66	81	89	60	87	75	70	71	98	73	67	69	69	60	68
ERR3566298	74	0	12	73	11	85	71	95	74	0	73	107	74	74	104	104	66	20	76	122	99	97	0	94	77	76	25	11	69	73	0	0	104	29	87	22	1	69	90	99	105	106	27	10	89	61	12	69	95	121	95	74	96	27	2	95	27	95	69	90	95	28	84	101	74	13	0	0	106	99	69	84	69	93	84	12	87	12	95	11	40	69	73	84	95	99	11	11	121	0	0	29	78	107	65	28	10	97	51	73	90	84	2	104	95	104	95	29	27	27	51	71	84	99	74	95	27	89	1	84	28	110	73	106	1	27	64	84	66	12	95	1	69	109	73	77	27	104	61	97	27	96	69	71	13	84	64	2	20	104	106	11	2	77	23	106	20	20	106	17	12	13	69	0	74	0	74	84	88	12	27	34	76	2	121	27	11	20	77	104	90	84	0	122	27	2	69	31	69	1	11	95	25	0	95	74	51	12	0	0	65	84	2	84	69	29	23	106	1	73	121	11	95	13	20	95	78	0	84	84	0	104	27	90	0	104	141	0	69	11	97	69	0	121	97	110	20	69	106	89	69	0	69	84	51	0	51	0	11	69	73	95	27	106	97	0	0	102	0	29	69	0	73	69	12	73	32	95	29	78	0	27	27	97	104	29	104	95	23	12	105	20	31	0	0	29	1
ERR4022355	83	69	71	76	66	90	102	88	83	69	76	96	83	83	87	95	81	73	85	79	94	81	69	89	60	85	68	66	0	76	68	69	87	63	48	42	70	0	65	94	98	95	70	69	87	59	71	0	88	78	89	83	88	66	69	89	66	89	0	85	89	63	56	87	83	71	69	69	95	94	0	56	0	87	56	71	48	71	75	66	46	0	76	56	89	88	66	66	78	69	69	65	29	92	82	63	69	81	78	76	65	56	69	87	89	87	89	65	70	66	78	102	56	94	83	89	66	87	68	56	63	86	76	83	68	70	77	56	81	72	89	70	0	96	76	60	66	87	44	81	66	89	0	102	71	56	77	69	73	87	83	66	69	60	70	95	73	73	83	70	71	71	0	69	83	69	83	56	82	71	70	60	58	69	78	70	66	73	60	89	65	56	69	79	66	69	0	67	0	70	66	89	68	69	89	83	78	71	69	69	82	56	69	56	0	63	70	95	68	76	78	66	89	71	73	89	29	69	56	56	69	87	66	81	69	87	129	69	0	66	81	0	69	78	81	86	73	0	83	87	0	69	0	56	78	69	78	69	66	0	76	89	66	95	81	69	69	97	69	65	0	69	76	0	71	76	63	88	63	29	69	66	66	81	89	60	87	75	70	71	98	73	67	69	69	60	68
ERR12861500	93	84	76	90	75	102	108	94	93	84	90	83	93	93	97	91	91	83	98	68	98	79	84	89	18	98	85	75	56	90	84	84	97	77	55	60	83	56	42	98	92	82	87	83	101	67	76	56	94	48	89	93	94	88	84	89	88	89	56	87	89	85	0	77	93	81	84	84	82	98	56	0	56	87	0	76	55	76	77	75	57	56	90	0	89	98	75	75	48	84	84	69	55	92	94	85	83	79	88	90	42	0	84	97	89	97	89	69	87	88	92	108	0	98	93	89	88	101	83	0	85	90	90	75	83	87	83	0	91	84	89	83	56	99	90	18	88	97	35	79	88	89	56	108	81	0	83	84	83	97	75	75	84	18	81	82	83	83	75	81	76	81	56	84	93	84	93	0	84	76	87	62	10	84	48	87	75	83	18	80	42	0	84	68	88	84	56	63	56	83	75	89	85	84	89	93	88	76	84	84	94	0	84	0	56	77	81	82	83	90	48	75	89	81	83	89	55	84	0	0	84	97	88	83	84	97	132	84	56	75	79	56	84	48	79	90	83	56	75	101	56	84	56	0	92	84	92	84	75	56	90	89	88	82	79	84	84	101	84	69	56	84	90	56	76	90	56	94	77	55	84	88	88	79	79	80	97	77	81	76	92	83	63	84	84	80	83
ERR12861593	85	51	55	52	56	98	78	100	85	51	52	98	85	85	109	105	79	61	81	121	106	94	51	102	78	81	56	56	78	52	50	51	109	53	84	43	50	78	93	106	106	97	62	57	95	66	55	78	100	104	103	85	100	54	53	103	54	103	78	99	103	51	92	100	85	55	51	51	97	106	78	92	78	101	92	55	84	55	92	56	50	78	52	92	103	108	56	56	104	51	51	63	83	112	78	51	57	94	30	52	93	92	53	109	103	109	103	63	62	54	0	78	92	106	85	103	54	95	52	92	51	110	52	105	52	62	47	92	79	60	103	50	78	116	52	78	54	109	67	94	54	103	78	78	55	92	47	53	61	109	105	56	53	78	64	97	61	61	105	56	55	55	78	51	85	51	85	92	96	55	62	70	82	53	104	62	56	61	78	103	93	92	51	121	54	53	78	59	78	50	56	103	56	51	103	85	30	55	51	51	78	92	53	92	78	53	64	97	52	52	104	56	103	55	61	102	83	51	92	92	51	109	54	77	51	109	147	51	78	56	94	78	51	104	94	110	61	78	105	95	78	51	78	92	0	51	0	51	56	78	52	103	54	97	94	51	51	109	51	63	78	51	52	78	55	52	65	100	53	83	51	54	54	94	103	44	109	92	64	55	106	61	59	51	51	44	52
ERR4022296	74	0	12	73	11	85	71	95	74	0	73	107	74	74	104	104	66	20	76	122	99	97	0	94	77	76	25	11	69	73	0	0	104	29	87	22	1	69	90	99	105	106	27	10	89	61	12	69	95	121	95	74	96	27	2	95	27	95	69	90	95	28	84	101	74	13	0	0	106	99	69	84	69	93	84	12	87	12	95	11	40	69	73	84	95	99	11	11	121	0	0	29	78	107	65	28	10	97	51	73	90	84	2	104	95	104	95	29	27	27	51	71	84	99	74	95	27	89	1	84	28	110	73	106	1	27	64	84	66	12	95	1	69	109	73	77	27	104	61	97	27	96	69	71	13	84	64	2	20	104	106	11	2	77	23	106	20	20	106	17	12	13	69	0	74	0	74	84	88	12	27	34	76	2	121	27	11	20	77	104	90	84	0	122	27	2	69	31	69	1	11	95	25	0	95	74	51	12	0	0	65	84	2	84	69	29	23	106	1	73	121	11	95	13	20	95	78	0	84	84	0	104	27	90	0	104	141	0	69	11	97	69	0	121	97	110	20	69	106	89	69	0	69	84	51	0	51	0	11	69	73	95	27	106	97	0	0	102	0	29	69	0	73	69	12	73	32	95	29	78	0	27	27	97	104	29	104	95	23	12	105	20	31	0	0	29	1
ERR12861635	85	51	55	52	56	98	78	100	85	51	52	98	85	85	109	105	79	61	81	121	106	94	51	102	78	81	56	56	78	52	50	51	109	53	84	43	50	78	93	106	106	97	62	57	95	66	55	78	100	104	103	85	100	54	53	103	54	103	78	99	103	51	92	100	85	55	51	51	97	106	78	92	78	101	92	55	84	55	92	56	50	78	52	92	103	108	56	56	104	51	51	63	83	112	78	51	57	94	30	52	93	92	53	109	103	109	103	63	62	54	0	78	92	106	85	103	54	95	52	92	51	110	52	105	52	62	47	92	79	60	103	50	78	116	52	78	54	109	67	94	54	103	78	78	55	92	47	53	61	109	105	56	53	78	64	97	61	61	105	56	55	55	78	51	85	51	85	92	96	55	62	70	82	53	104	62	56	61	78	103	93	92	51	121	54	53	78	59	78	50	56	103	56	51	103	85	30	55	51	51	78	92	53	92	78	53	64	97	52	52	104	56	103	55	61	102	83	51	92	92	51	109	54	77	51	109	147	51	78	56	94	78	51	104	94	110	61	78	105	95	78	51	78	92	0	51	0	51	56	78	52	103	54	97	94	51	51	109	51	63	78	51	52	78	55	52	65	100	53	83	51	54	54	94	103	44	109	92	64	55	106	61	59	51	51	44	52
ERR3337555	74	0	12	73	11	85	71	95	74	0	73	107	74	74	104	104	66	20	76	122	99	97	0	94	77	76	25	11	69	73	0	0	104	29	87	22	1	69	90	99	105	106	27	10	89	61	12	69	95	121	95	74	96	27	2	95	27	95	69	90	95	28	84	101	74	13	0	0	106	99	69	84	69	93	84	12	87	12	95	11	40	69	73	84	95	99	11	11	121	0	0	29	78	107	65	28	10	97	51	73	90	84	2	104	95	104	95	29	27	27	51	71	84	99	74	95	27	89	1	84	28	110	73	106	1	27	64	84	66	12	95	1	69	109	73	77	27	104	61	97	27	96	69	71	13	84	64	2	20	104	106	11	2	77	23	106	20	20	106	17	12	13	69	0	74	0	74	84	88	12	27	34	76	2	121	27	11	20	77	104	90	84	0	122	27	2	69	31	69	1	11	95	25	0	95	74	51	12	0	0	65	84	2	84	69	29	23	106	1	73	121	11	95	13	20	95	78	0	84	84	0	104	27	90	0	104	141	0	69	11	97	69	0	121	97	110	20	69	106	89	69	0	69	84	51	0	51	0	11	69	73	95	27	106	97	0	0	102	0	29	69	0	73	69	12	73	32	95	29	78	0	27	27	97	104	29	104	95	23	12	105	20	31	0	0	29	1
ERR12861584	73	11	19	78	0	92	72	92	73	11	78	104	73	73	99	102	69	23	79	113	96	96	11	93	70	79	32	0	66	78	11	11	99	34	82	27	12	66	79	96	104	103	34	15	94	67	19	66	92	114	94	73	93	38	13	94	38	94	66	87	94	39	75	94	73	18	11	11	103	96	66	75	66	92	75	19	82	19	94	0	42	66	78	75	94	98	0	0	114	11	11	24	77	102	68	39	15	96	60	78	79	75	13	99	94	99	94	24	34	38	56	72	75	96	73	94	38	94	12	75	39	105	78	99	12	34	63	75	69	15	94	12	66	102	78	70	38	99	53	96	38	95	66	72	18	75	63	13	23	99	99	0	13	70	24	103	23	23	99	22	19	18	66	11	73	11	73	75	88	19	34	29	67	13	114	34	0	23	70	97	79	75	11	113	38	13	66	36	66	12	0	94	32	11	94	73	60	19	11	11	68	75	13	75	66	34	24	103	12	78	114	0	94	18	23	94	77	11	75	75	11	99	38	89	11	99	134	11	66	0	96	66	11	114	96	105	23	66	99	94	66	11	66	75	56	11	56	11	0	66	78	94	38	103	96	11	11	99	11	24	66	11	78	66	19	78	27	92	34	77	11	38	38	96	97	38	99	94	24	19	104	23	36	11	11	38	12
ERR3337491	83	69	71	76	66	90	102	88	83	69	76	96	83	83	87	95	81	73	85	79	94	81	69	89	60	85	68	66	0	76	68	69	87	63	48	42	70	0	65	94	98	95	70	69	87	59	71	0	88	78	89	83	88	66	69	89	66	89	0	85	89	63	56	87	83	71	69	69	95	94	0	56	0	87	56	71	48	71	75	66	46	0	76	56	89	88	66	66	78	69	69	65	29	92	82	63	69	81	78	76	65	56	69	87	89	87	89	65	70	66	78	102	56	94	83	89	66	87	68	56	63	86	76	83	68	70	77	56	81	72	89	70	0	96	76	60	66	87	44	81	66	89	0	102	71	56	77	69	73	87	83	66	69	60	70	95	73	73	83	70	71	71	0	69	83	69	83	56	82	71	70	60	58	69	78	70	66	73	60	89	65	56	69	79	66	69	0	67	0	70	66	89	68	69	89	83	78	71	69	69	82	56	69	56	0	63	70	95	68	76	78	66	89	71	73	89	29	69	56	56	69	87	66	81	69	87	129	69	0	66	81	0	69	78	81	86	73	0	83	87	0	69	0	56	78	69	78	69	66	0	76	89	66	95	81	69	69	97	69	65	0	69	76	0	71	76	63	88	63	29	69	66	66	81	89	60	87	75	70	71	98	73	67	69	69	60	68
ERR12861510	95	73	75	0	78	100	94	98	95	73	0	98	95	95	107	99	89	77	95	109	106	98	73	102	86	95	68	78	76	0	72	73	107	69	92	47	72	76	97	106	102	97	72	77	89	69	75	76	98	100	103	95	99	64	73	103	64	103	76	98	103	67	90	95	95	75	73	73	97	106	76	90	76	101	90	75	92	75	100	78	44	76	0	90	103	100	78	78	100	73	73	81	83	110	90	67	77	98	60	0	97	90	73	107	103	107	103	81	72	64	52	94	90	106	95	103	64	89	74	90	67	106	0	99	72	72	54	90	89	80	103	72	76	107	0	86	64	107	64	98	64	103	76	94	75	90	54	73	77	107	99	78	73	86	88	97	77	77	99	74	75	75	76	73	95	73	95	90	96	75	72	84	84	73	100	72	78	77	86	98	97	90	73	109	64	73	76	76	76	72	78	103	68	73	103	95	60	75	73	73	90	90	73	90	76	69	88	97	74	0	100	78	103	75	77	103	83	73	90	90	73	107	64	43	73	107	138	73	76	78	98	76	73	100	98	106	77	76	99	89	76	73	76	90	52	73	52	73	78	76	0	103	64	97	98	73	73	107	73	81	76	73	0	76	75	0	81	98	69	83	73	64	64	98	97	64	107	100	88	75	102	77	76	73	73	64	72
ERR6057624	66	95	89	103	94	63	99	13	66	95	103	98	66	66	30	30	70	96	79	95	25	88	95	0	81	79	94	94	89	103	94	95	30	82	92	26	94	89	89	25	33	97	96	98	46	40	89	89	13	85	0	66	14	83	97	0	83	0	89	9	0	80	89	69	66	90	95	95	97	25	89	89	89	0	89	89	92	89	86	94	45	89	103	89	0	31	94	94	85	95	95	90	96	35	71	80	98	88	95	103	89	89	97	30	0	30	0	90	96	83	103	99	89	25	66	0	83	46	94	89	80	81	103	70	96	96	96	89	70	93	0	94	89	31	103	81	83	30	61	88	83	0	89	99	90	89	96	97	96	30	70	94	97	81	92	97	96	96	70	90	89	90	89	95	66	95	66	89	0	89	96	93	83	97	85	96	94	96	81	72	89	89	95	95	83	97	89	89	89	94	94	0	94	95	0	66	95	89	95	95	71	89	97	89	89	82	92	97	94	103	85	94	0	90	96	0	96	95	89	89	95	30	83	100	95	30	65	95	89	94	88	89	95	85	88	81	96	89	70	46	89	95	89	89	103	95	103	95	94	89	103	0	83	97	88	95	95	28	95	90	89	95	103	89	89	103	89	13	82	96	95	83	83	88	72	77	30	86	92	89	33	96	89	95	95	77	96
ERR3566288	61	27	35	64	38	74	72	82	61	27	64	104	61	61	91	91	53	33	75	117	88	94	27	82	76	75	28	38	66	64	26	27	91	29	88	0	26	66	93	88	92	103	34	33	81	51	35	66	82	114	83	61	82	0	29	83	0	83	66	80	83	23	88	94	61	33	27	27	103	88	66	88	66	81	88	35	88	35	90	38	28	66	64	88	83	86	38	38	114	27	27	47	77	92	54	23	33	94	50	64	93	88	29	91	83	91	83	47	34	0	54	72	88	88	61	83	0	81	28	88	23	104	64	99	28	34	61	88	53	32	83	26	66	94	64	76	0	91	64	94	0	83	66	72	33	88	61	29	33	91	99	38	29	76	48	103	33	33	99	30	35	33	66	27	61	27	61	88	77	35	34	52	80	29	114	34	38	33	76	97	93	88	27	117	0	29	66	39	66	26	38	83	28	27	83	61	50	35	27	27	54	88	29	88	66	29	48	103	28	64	114	38	83	33	33	83	77	27	88	88	27	91	0	83	27	91	125	27	66	38	94	66	27	114	94	104	33	66	99	81	66	27	66	88	54	27	54	27	38	66	64	83	0	103	94	27	27	91	27	47	66	27	64	66	35	64	47	82	29	77	27	0	0	94	97	22	91	90	48	35	92	33	39	27	27	22	28
ERR2988406	98	106	98	97	103	111	109	99	98	106	97	0	98	98	110	87	98	106	112	80	103	89	106	96	89	112	103	103	95	97	106	106	110	101	73	71	105	95	72	103	87	0	107	110	101	77	98	95	99	75	97	98	100	103	108	97	103	97	95	95	97	102	82	61	98	107	106	106	0	103	95	82	95	96	82	98	73	98	97	103	68	95	97	82	97	109	103	103	75	106	106	109	80	97	99	102	110	89	93	97	72	82	108	110	97	110	97	109	107	103	97	109	82	103	98	97	103	101	107	82	102	64	97	66	107	107	86	82	98	108	97	105	95	104	97	89	103	110	54	89	103	98	95	109	107	82	86	108	106	110	66	103	108	89	101	0	106	106	66	103	98	107	95	106	98	106	98	82	92	98	107	102	82	108	75	107	103	106	89	62	72	82	106	80	103	108	95	105	95	105	103	97	103	106	97	98	93	98	106	106	99	82	108	82	95	101	101	0	107	97	75	103	97	107	106	97	80	106	82	82	106	110	103	100	106	110	144	106	95	103	89	95	106	75	89	64	106	95	66	101	95	106	95	82	97	106	97	106	103	95	97	97	103	0	89	106	106	106	106	109	95	106	97	95	98	97	94	99	101	80	106	103	103	89	62	99	110	97	101	98	87	106	105	106	106	99	107
ERR12861457	86	97	97	98	96	93	99	87	86	97	98	90	86	86	90	90	91	99	98	79	89	0	97	88	77	98	93	96	81	98	97	97	90	87	76	60	96	81	71	89	94	89	97	99	82	59	97	81	87	68	88	86	87	94	99	88	94	88	81	82	88	90	79	80	86	101	97	97	89	89	81	79	81	86	79	97	76	97	20	96	60	81	98	79	88	91	96	96	68	97	97	91	75	85	90	90	99	0	92	98	71	79	99	90	88	90	88	91	97	94	94	99	79	89	86	88	94	82	96	79	90	87	98	83	98	97	89	79	91	102	88	96	81	101	98	77	94	90	49	0	94	88	81	99	101	79	89	99	99	90	83	96	99	77	99	89	99	99	83	102	97	101	81	97	86	97	86	79	83	97	97	90	77	99	68	97	96	99	77	83	71	79	97	79	94	99	81	98	81	96	96	88	93	97	88	86	92	97	97	97	90	79	99	79	81	87	99	89	96	98	68	96	88	101	99	88	75	97	79	79	97	90	94	93	97	90	136	97	81	96	0	81	97	68	0	87	99	81	83	82	81	97	81	79	94	97	94	97	96	81	98	88	94	89	0	97	97	92	97	91	81	97	98	81	97	98	89	87	87	75	97	94	94	0	83	89	90	20	99	97	94	99	98	97	97	89	98
ERR3337667	74	0	12	73	11	85	71	95	74	0	73	107	74	74	104	104	66	20	76	122	99	97	0	94	77	76	25	11	69	73	0	0	104	29	87	22	1	69	90	99	105	106	27	10	89	61	12	69	95	121	95	74	96	27	2	95	27	95	69	90	95	28	84	101	74	13	0	0	106	99	69	84	69	93	84	12	87	12	95	11	40	69	73	84	95	99	11	11	121	0	0	29	78	107	65	28	10	97	51	73	90	84	2	104	95	104	95	29	27	27	51	71	84	99	74	95	27	89	1	84	28	110	73	106	1	27	64	84	66	12	95	1	69	109	73	77	27	104	61	97	27	96	69	71	13	84	64	2	20	104	106	11	2	77	23	106	20	20	106	17	12	13	69	0	74	0	74	84	88	12	27	34	76	2	121	27	11	20	77	104	90	84	0	122	27	2	69	31	69	1	11	95	25	0	95	74	51	12	0	0	65	84	2	84	69	29	23	106	1	73	121	11	95	13	20	95	78	0	84	84	0	104	27	90	0	104	141	0	69	11	97	69	0	121	97	110	20	69	106	89	69	0	69	84	51	0	51	0	11	69	73	95	27	106	97	0	0	102	0	29	69	0	73	69	12	73	32	95	29	78	0	27	27	97	104	29	104	95	23	12	105	20	31	0	0	29	1
ERR3337415	74	0	12	73	11	85	71	95	74	0	73	107	74	74	104	104	66	20	76	122	99	97	0	94	77	76	25	11	69	73	0	0	104	29	87	22	1	69	90	99	105	106	27	10	89	61	12	69	95	121	95	74	96	27	2	95	27	95	69	90	95	28	84	101	74	13	0	0	106	99	69	84	69	93	84	12	87	12	95	11	40	69	73	84	95	99	11	11	121	0	0	29	78	107	65	28	10	97	51	73	90	84	2	104	95	104	95	29	27	27	51	71	84	99	74	95	27	89	1	84	28	110	73	106	1	27	64	84	66	12	95	1	69	109	73	77	27	104	61	97	27	96	69	71	13	84	64	2	20	104	106	11	2	77	23	106	20	20	106	17	12	13	69	0	74	0	74	84	88	12	27	34	76	2	121	27	11	20	77	104	90	84	0	122	27	2	69	31	69	1	11	95	25	0	95	74	51	12	0	0	65	84	2	84	69	29	23	106	1	73	121	11	95	13	20	95	78	0	84	84	0	104	27	90	0	104	141	0	69	11	97	69	0	121	97	110	20	69	106	89	69	0	69	84	51	0	51	0	11	69	73	95	27	106	97	0	0	102	0	29	69	0	73	69	12	73	32	95	29	78	0	27	27	97	104	29	104	95	23	12	105	20	31	0	0	29	1
ERR4022291	68	102	102	107	99	71	103	23	68	102	107	107	68	68	18	36	74	100	80	110	3	92	102	26	93	80	105	99	97	107	101	102	18	86	105	36	101	97	100	3	41	106	107	102	40	50	102	97	23	99	28	68	24	91	104	28	91	28	97	0	28	86	101	81	68	96	102	102	106	3	97	101	97	25	101	102	105	102	88	99	54	97	107	101	28	29	99	99	99	102	102	98	102	43	75	86	102	92	101	107	100	101	104	18	28	18	28	98	107	91	109	103	101	3	68	28	91	40	101	101	86	85	107	82	103	107	98	101	74	97	28	101	97	37	107	93	91	18	76	92	91	28	97	103	96	101	98	104	100	18	82	99	104	93	101	106	100	100	82	97	102	96	97	102	68	102	68	101	27	102	107	99	99	104	99	107	99	100	93	84	100	101	102	110	91	104	97	94	97	101	99	28	105	102	28	68	101	102	102	102	75	101	104	101	97	86	101	106	101	107	99	99	28	96	100	28	102	102	101	101	102	18	91	112	101	18	71	102	97	99	92	97	102	99	92	85	100	97	82	40	97	102	97	101	109	102	109	102	99	97	107	28	91	106	92	102	102	0	102	98	97	102	107	97	102	107	94	23	86	102	102	91	91	92	84	85	18	88	101	102	41	100	94	102	102	85	103
